hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,acceptance_low,acceptance_medium,acceptance_high
891f2a72973ffff,9,10,6,0.2858,0.4757,0.6698
891f2a72977ffff,9,10,7,0.1481,0.3213,0.5197
891f2a7297bffff,9,10,6,0.2253,0.405,0.6027
891f2a729a3ffff,9,10,4,0.4158,0.5938,0.8033
891f2a729a7ffff,9,10,7,0.2951,0.4634,0.6526
891f2a729abffff,9,10,4,0.1003,0.2508,0.4425
891f2a729afffff,9,10,7,0.3081,0.4911,0.7019
891f2a729b7ffff,9,10,6,0.3167,0.5075,0.7005
891f2a72b07ffff,9,10,4,0.3643,0.542,0.745
891f2a72b0fffff,9,10,3,0.257,0.4173,0.618
891f2a72b23ffff,9,10,7,0.284,0.46,0.6664
891f2a72b27ffff,9,10,7,0.4173,0.5966,0.8033
891f2a72b2bffff,9,10,7,0.2579,0.4209,0.6111
891f2a72b2fffff,9,10,7,0.4034,0.59,0.7899
891f2a72b33ffff,9,10,7,0.2901,0.4679,0.6691
891f2a72b37ffff,9,10,7,0.3817,0.5603,0.7609
891f2a72b3bffff,9,10,7,0.218,0.385,0.5839
891f2a72b63ffff,9,10,7,0.1094,0.261,0.4551
891f2a72b67ffff,9,10,7,0.2524,0.4339,0.6291
891f2a72b6bffff,9,10,7,0.1329,0.2924,0.4959
891f2a72b6fffff,9,10,7,0.1796,0.3433,0.5466
891f2a72b73ffff,9,10,3,0.1563,0.3203,0.5183
891f2a72b77ffff,9,10,7,0.161,0.3287,0.5311
891f2a72b7bffff,9,10,2,0.0945,0.271,0.4695
891f2a72ba3ffff,9,10,7,0.2896,0.4679,0.6613
891f2a72ba7ffff,9,10,7,0.2351,0.4049,0.5994
891f2a72babffff,9,10,6,0.3018,0.4758,0.6817
891f2a72bafffff,9,10,7,0.2974,0.4647,0.6691
891f2a72bb3ffff,9,10,1,0.097,0.306,0.5
891f2a72bb7ffff,9,10,7,0.2904,0.4676,0.6746
891f2a74003ffff,9,10,7,0.3523,0.5414,0.7317
891f2a74007ffff,9,10,7,0.3224,0.5023,0.6987
891f2a7400bffff,9,10,7,0.4373,0.624,0.8244
891f2a7400fffff,9,10,7,0.3151,0.5023,0.7103
891f2a74013ffff,9,10,7,0.4304,0.619,0.82
891f2a74017ffff,9,10,7,0.3476,0.5361,0.7279
891f2a7401bffff,9,10,7,0.4003,0.5803,0.7891
891f2a74023ffff,9,10,7,0.3704,0.5529,0.7626
891f2a74027ffff,9,10,7,0.3337,0.5003,0.6996
891f2a7402bffff,9,10,7,0.3703,0.5411,0.7543
891f2a7402fffff,9,10,7,0.4266,0.6123,0.8077
891f2a74033ffff,9,10,7,0.2944,0.4837,0.6761
891f2a74037ffff,9,10,7,0.2956,0.4706,0.6697
891f2a7403bffff,9,10,7,0.3126,0.4911,0.7029
891f2a74043ffff,9,10,7,0.4006,0.5694,0.7751
891f2a74047ffff,9,10,7,0.3781,0.5524,0.7491
891f2a7404bffff,9,10,7,0.3147,0.509,0.7087
891f2a7404fffff,9,10,7,0.3347,0.5197,0.7273
891f2a74053ffff,9,10,7,0.4156,0.5987,0.7921
891f2a74057ffff,9,10,7,0.4264,0.5966,0.8046
891f2a7405bffff,9,10,7,0.3971,0.5701,0.7663
891f2a74063ffff,9,10,7,0.3951,0.5816,0.7789
891f2a74067ffff,9,10,7,0.3686,0.5484,0.7601
891f2a7406bffff,9,10,7,0.314,0.4957,0.7103
891f2a7406fffff,9,10,7,0.2944,0.4739,0.6771
891f2a74073ffff,9,10,7,0.4091,0.595,0.791
891f2a74077ffff,9,10,7,0.3777,0.5541,0.7586
891f2a7407bffff,9,10,7,0.3523,0.5399,0.7387
891f2a74083ffff,9,10,7,0.4173,0.5914,0.7829
891f2a74087ffff,9,10,5,0.2728,0.4558,0.6534
891f2a7408bffff,9,10,7,0.4349,0.6161,0.8173
891f2a7408fffff,9,10,7,0.4144,0.5844,0.7781
891f2a74093ffff,9,10,7,0.3227,0.5046,0.7069
891f2a74097ffff,9,10,5,0.191,0.3792,0.579
891f2a7409bffff,9,10,7,0.3971,0.578,0.7759
891f2a740a3ffff,9,10,2,0.1895,0.359,0.553
891f2a740abffff,9,10,7,0.28,0.4513,0.6569
891f2a740afffff,9,10,5,0.2746,0.4416,0.6534
891f2a740bbffff,9,10,5,0.2542,0.421,0.6136
891f2a740c3ffff,9,10,7,0.3534,0.5256,0.73
891f2a740c7ffff,9,10,7,0.4154,0.5919,0.7866
891f2a740cbffff,9,10,7,0.341,0.5183,0.7089
891f2a740cfffff,9,10,7,0.3871,0.5771,0.7779
891f2a740d3ffff,9,10,7,0.4019,0.5814,0.7907
891f2a740d7ffff,9,10,7,0.4407,0.6144,0.8214
891f2a740dbffff,9,10,7,0.4019,0.5839,0.7733
891f2a7410bffff,9,10,1,0.322,0.514,0.712
891f2a74143ffff,9,10,7,0.3313,0.5193,0.7269
891f2a74147ffff,9,10,7,0.3273,0.5067,0.6963
891f2a7414bffff,9,10,7,0.3546,0.5319,0.727
891f2a7414fffff,9,10,7,0.368,0.5481,0.7369
891f2a74153ffff,9,10,7,0.362,0.5363,0.7393
891f2a74157ffff,9,10,4,0.3148,0.501,0.7152
891f2a7415bffff,9,10,7,0.4574,0.6326,0.8357
891f2a74163ffff,9,10,7,0.3239,0.504,0.6917
891f2a74167ffff,9,10,4,0.2928,0.4793,0.693
891f2a7416bffff,9,10,7,0.3751,0.552,0.7576
891f2a7416fffff,9,10,7,0.3224,0.499,0.6894
891f2a74173ffff,9,10,7,0.253,0.4394,0.6334
891f2a74177ffff,9,10,2,0.2795,0.467,0.6685
891f2a7417bffff,9,10,7,0.2763,0.4596,0.6711
891f2a741cbffff,9,10,4,0.2492,0.4297,0.6395
891f2a741dbffff,9,10,1,0.085,0.255,0.435
891f2a74203ffff,9,10,7,0.2513,0.4243,0.6226
891f2a74207ffff,9,10,7,0.3316,0.5109,0.7109
891f2a7420bffff,9,10,7,0.2353,0.4267,0.6216
891f2a7420fffff,9,10,7,0.309,0.5019,0.6939
891f2a74213ffff,9,10,7,0.3327,0.512,0.7154
891f2a74217ffff,9,10,7,0.2694,0.4466,0.65
891f2a7421bffff,9,10,7,0.2637,0.4373,0.6486
891f2a74223ffff,9,10,7,0.3554,0.5314,0.7243
891f2a74227ffff,9,10,7,0.402,0.5771,0.781
891f2a7422bffff,9,10,7,0.3404,0.516,0.717
891f2a7422fffff,9,10,7,0.4633,0.6353,0.8281
891f2a74233ffff,9,10,7,0.2604,0.434,0.6361
891f2a74237ffff,9,10,7,0.2359,0.3977,0.5917
891f2a7423bffff,9,10,7,0.2763,0.4614,0.6613
891f2a74243ffff,9,10,7,0.3289,0.5014,0.6973
891f2a74247ffff,9,10,7,0.3741,0.5506,0.7524
891f2a7424bffff,9,10,7,0.299,0.4839,0.6863
891f2a7424fffff,9,10,7,0.3346,0.5081,0.7051
891f2a74253ffff,9,10,7,0.3554,0.5464,0.7516
891f2a74257ffff,9,10,7,0.36,0.5461,0.7433
891f2a7425bffff,9,10,7,0.4429,0.6224,0.8186
891f2a74263ffff,9,10,7,0.3434,0.5243,0.7183
891f2a74267ffff,9,10,7,0.354,0.5337,0.7419
891f2a7426bffff,9,10,7,0.3791,0.5564,0.7601
891f2a7426fffff,9,10,7,0.3684,0.5413,0.7337
891f2a74273ffff,9,10,7,0.2884,0.4526,0.6603
891f2a74277ffff,9,10,7,0.2856,0.4607,0.6627
891f2a7427bffff,9,10,7,0.278,0.4633,0.6527
891f2a74283ffff,9,10,7,0.286,0.4723,0.6836
891f2a74287ffff,9,10,7,0.3554,0.5363,0.7377
891f2a7428bffff,9,10,7,0.3571,0.5427,0.7466
891f2a7428fffff,9,10,7,0.2707,0.4583,0.6593
891f2a74293ffff,9,10,7,0.3804,0.5603,0.7624
891f2a74297ffff,9,10,7,0.3617,0.5349,0.7323
891f2a7429bffff,9,10,7,0.3374,0.5254,0.7283
891f2a742a3ffff,9,10,7,0.2593,0.4339,0.6343
891f2a742a7ffff,9,10,7,0.2323,0.4141,0.6254
891f2a742abffff,9,10,7,0.2307,0.4159,0.629
891f2a742afffff,9,10,7,0.1574,0.3399,0.54
891f2a742b3ffff,9,10,7,0.2894,0.4617,0.6647
891f2a742b7ffff,9,10,7,0.2716,0.4503,0.6563
891f2a742bbffff,9,10,7,0.3087,0.5103,0.7141
891f2a742c3ffff,9,10,7,0.434,0.604,0.803
891f2a742c7ffff,9,10,7,0.3416,0.5141,0.7154
891f2a742cbffff,9,10,7,0.3769,0.5414,0.7546
891f2a742cfffff,9,10,7,0.4253,0.6076,0.8247
891f2a742d3ffff,9,10,7,0.377,0.5443,0.7541
891f2a742d7ffff,9,10,7,0.3261,0.5059,0.6977
891f2a742dbffff,9,10,7,0.4431,0.6129,0.8133
891f2a74303ffff,9,10,7,0.4309,0.6103,0.8113
891f2a74307ffff,9,10,7,0.418,0.5934,0.7976
891f2a7430bffff,9,10,7,0.44,0.6179,0.8094
891f2a7430fffff,9,10,7,0.4709,0.658,0.853
891f2a74313ffff,9,10,7,0.2759,0.457,0.665
891f2a74317ffff,9,10,7,0.422,0.5957,0.8037
891f2a7431bffff,9,10,7,0.3081,0.49,0.6904
891f2a74323ffff,9,10,7,0.35,0.5149,0.7171
891f2a74327ffff,9,10,7,0.4409,0.6276,0.8207
891f2a7432bffff,9,10,7,0.3687,0.5411,0.7483
891f2a7432fffff,9,10,7,0.3096,0.4893,0.6881
891f2a74333ffff,9,10,7,0.4689,0.6544,0.8573
891f2a74337ffff,9,10,7,0.4567,0.6334,0.8254
891f2a7433bffff,9,10,7,0.3964,0.5774,0.7673
891f2a74343ffff,9,10,7,0.4314,0.6007,0.8104
891f2a74347ffff,9,10,7,0.4164,0.5891,0.7867
891f2a7434bffff,9,10,7,0.3993,0.5806,0.7886
891f2a7434fffff,9,10,7,0.4284,0.6047,0.8069
891f2a74353ffff,9,10,7,0.4173,0.6047,0.8054
891f2a74357ffff,9,10,7,0.3964,0.5706,0.7691
891f2a7435bffff,9,10,7,0.4131,0.5907,0.798
891f2a74363ffff,9,10,7,0.3559,0.5396,0.7421
891f2a74367ffff,9,10,7,0.3094,0.4867,0.6796
891f2a7436bffff,9,10,7,0.4023,0.588,0.7926
891f2a7436fffff,9,10,7,0.3381,0.5194,0.7086
891f2a74373ffff,9,10,7,0.3874,0.5729,0.7716
891f2a74377ffff,9,10,7,0.3631,0.5421,0.7537
891f2a7437bffff,9,10,7,0.3387,0.52,0.7166
891f2a74383ffff,9,10,7,0.374,0.5471,0.7441
891f2a74387ffff,9,10,7,0.4354,0.6181,0.822
891f2a7438bffff,9,10,7,0.1517,0.3407,0.5439
891f2a7438fffff,9,10,7,0.3891,0.5547,0.758
891f2a74393ffff,9,10,7,0.4451,0.6333,0.8366
891f2a74397ffff,9,10,7,0.451,0.6284,0.824
891f2a7439bffff,9,10,7,0.2207,0.3826,0.5911
891f2a743a3ffff,9,10,7,0.5491,0.7187,0.9076
891f2a743a7ffff,9,10,7,0.4796,0.6631,0.8606
891f2a743abffff,9,10,7,0.4489,0.6263,0.8191
891f2a743afffff,9,10,7,0.4034,0.5774,0.7794
891f2a743b3ffff,9,10,7,0.5634,0.7343,0.9213
891f2a743b7ffff,9,10,7,0.4524,0.6367,0.8437
891f2a743bbffff,9,10,7,0.5333,0.7163,0.9191
891f2a743c3ffff,9,10,7,0.3301,0.509,0.7156
891f2a743c7ffff,9,10,7,0.3654,0.5374,0.743
891f2a743cbffff,9,10,7,0.3779,0.5497,0.7366
891f2a743cfffff,9,10,7,0.4306,0.6099,0.8021
891f2a743d3ffff,9,10,7,0.3314,0.5094,0.7044
891f2a743d7ffff,9,10,7,0.1554,0.3124,0.5241
891f2a743dbffff,9,10,7,0.28,0.4616,0.667
891f2a74403ffff,9,10,7,0.2794,0.4527,0.6459
891f2a74407ffff,9,10,7,0.1417,0.2991,0.493
891f2a7440bffff,9,10,7,0.4387,0.6124,0.8176
891f2a7440fffff,9,10,7,0.3667,0.5499,0.7529
891f2a74413ffff,9,10,7,0.1411,0.3146,0.5163
891f2a74417ffff,9,10,6,0.1427,0.3173,0.5342
891f2a7441bffff,9,10,7,0.4059,0.5851,0.7897
891f2a74423ffff,9,10,7,0.2929,0.4791,0.6836
891f2a7442bffff,9,10,7,0.3283,0.5007,0.7089
891f2a7442fffff,9,10,7,0.235,0.4017,0.5916
891f2a74433ffff,9,10,5,0.1612,0.3312,0.5224
891f2a7443bffff,9,10,7,0.3529,0.5307,0.7347
891f2a74443ffff,9,10,7,0.4594,0.6363,0.8341
891f2a74447ffff,9,10,7,0.3473,0.5353,0.7424
891f2a7444bffff,9,10,7,0.386,0.5657,0.774
891f2a7444fffff,9,10,7,0.4743,0.644,0.8471
891f2a74453ffff,9,10,7,0.4133,0.5961,0.7949
891f2a74457ffff,9,10,7,0.3573,0.5264,0.7403
891f2a7445bffff,9,10,7,0.4004,0.5803,0.7821
891f2a74463ffff,9,10,7,0.4223,0.5963,0.7953
891f2a74467ffff,9,10,7,0.4113,0.5956,0.7903
891f2a7446bffff,9,10,7,0.4497,0.622,0.827
891f2a7446fffff,9,10,7,0.4144,0.5923,0.7897
891f2a74473ffff,9,10,7,0.4027,0.5886,0.7736
891f2a74477ffff,9,10,7,0.4509,0.6184,0.8247
891f2a7447bffff,9,10,7,0.4883,0.6596,0.8559
891f2a7448bffff,9,10,3,0.232,0.3893,0.579
891f2a7449bffff,9,10,3,0.0413,0.2303,0.4347
891f2a744abffff,9,10,2,0.1555,0.345,0.5635
891f2a744c3ffff,9,10,7,0.3303,0.5183,0.7149
891f2a744c7ffff,9,10,7,0.3067,0.4946,0.6904
891f2a744cbffff,9,10,7,0.4946,0.6917,0.8941
891f2a744cfffff,9,10,7,0.2914,0.4789,0.6783
891f2a744d3ffff,9,10,7,0.1997,0.3876,0.582
891f2a744d7ffff,9,10,7,0.1889,0.3679,0.5764
891f2a744dbffff,9,10,7,0.356,0.5224,0.7261
891f2a7455bffff,9,10,1,0.117,0.306,0.496
891f2a74603ffff,9,10,7,0.3366,0.5206,0.72
891f2a74607ffff,9,10,7,0.2451,0.4247,0.6284
891f2a7460bffff,9,10,7,0.3273,0.5069,0.7136
891f2a7460fffff,9,10,7,0.32,0.4896,0.6881
891f2a74613ffff,9,10,7,0.2427,0.4217,0.6194
891f2a74617ffff,9,10,7,0.3651,0.5429,0.744
891f2a7461bffff,9,10,7,0.3374,0.5266,0.722
891f2a74623ffff,9,10,7,0.4737,0.651,0.8493
891f2a74627ffff,9,10,7,0.358,0.5254,0.7271
891f2a7462bffff,9,10,7,0.4131,0.5994,0.792
891f2a7462fffff,9,10,7,0.2971,0.4624,0.6626
891f2a74633ffff,9,10,7,0.4343,0.6129,0.8214
891f2a74637ffff,9,10,7,0.4119,0.5996,0.7987
891f2a7463bffff,9,10,7,0.3347,0.5223,0.7283
891f2a74643ffff,9,10,7,0.4249,0.6041,0.8119
891f2a74647ffff,9,10,7,0.3224,0.5123,0.7049
891f2a7464bffff,9,10,7,0.4649,0.6481,0.8481
891f2a7464fffff,9,10,7,0.3356,0.5164,0.723
891f2a74653ffff,9,10,7,0.3303,0.5166,0.7076
891f2a74657ffff,9,10,7,0.4376,0.6193,0.8187
891f2a7465bffff,9,10,7,0.3526,0.5327,0.7364
891f2a74663ffff,9,10,7,0.3783,0.5571,0.7459
891f2a74667ffff,9,10,7,0.3004,0.4849,0.6846
891f2a7466bffff,9,10,7,0.4031,0.5773,0.7759
891f2a7466fffff,9,10,7,0.2534,0.4414,0.6314
891f2a74673ffff,9,10,7,0.3226,0.5019,0.6916
891f2a74677ffff,9,10,7,0.377,0.5591,0.7597
891f2a7467bffff,9,10,7,0.3674,0.5527,0.7549
891f2a74683ffff,9,10,7,0.3187,0.4991,0.705
891f2a74687ffff,9,10,7,0.3986,0.5849,0.7871
891f2a7468bffff,9,10,7,0.3644,0.5409,0.742
891f2a7468fffff,9,10,7,0.3433,0.5159,0.7147
891f2a74693ffff,9,10,7,0.4326,0.6071,0.7899
891f2a74697ffff,9,10,7,0.4153,0.5957,0.7933
891f2a7469bffff,9,10,7,0.3799,0.5503,0.7499
891f2a746a3ffff,9,10,7,0.3973,0.572,0.771
891f2a746a7ffff,9,10,7,0.4836,0.6514,0.8409
891f2a746abffff,9,10,7,0.4153,0.5961,0.7836
891f2a746afffff,9,10,7,0.4827,0.6587,0.8467
891f2a746b3ffff,9,10,7,0.3933,0.5643,0.7527
891f2a746b7ffff,9,10,7,0.4759,0.6421,0.8451
891f2a746bbffff,9,10,7,0.3696,0.5463,0.7426
891f2a746c3ffff,9,10,7,0.3857,0.5583,0.7611
891f2a746c7ffff,9,10,7,0.3937,0.5669,0.7711
891f2a746cbffff,9,10,7,0.4507,0.6336,0.8401
891f2a746cfffff,9,10,7,0.312,0.4974,0.6913
891f2a746d3ffff,9,10,7,0.4019,0.5724,0.7573
891f2a746d7ffff,9,10,7,0.3019,0.4906,0.7013
891f2a746dbffff,9,10,7,0.406,0.5849,0.7861
891f2a74803ffff,9,10,7,0.1417,0.3201,0.5276
891f2a74807ffff,9,10,2,0.086,0.2755,0.4865
891f2a7480bffff,9,10,7,0.0957,0.2709,0.4677
891f2a7480fffff,9,10,7,0.112,0.2937,0.4827
891f2a74813ffff,9,10,7,0.1083,0.2857,0.4944
891f2a7481bffff,9,10,7,0.0756,0.2423,0.4496
891f2a7483bffff,9,10,1,0.258,0.427,0.651
891f2a74843ffff,9,10,7,0.1907,0.3707,0.5724
891f2a74847ffff,9,10,7,0.1626,0.3051,0.5127
891f2a7484bffff,9,10,7,0.4351,0.6053,0.8029
891f2a7484fffff,9,10,7,0.2963,0.47,0.6703
891f2a74853ffff,9,10,7,0.3166,0.4824,0.6831
891f2a74857ffff,9,10,7,0.0957,0.2791,0.4849
891f2a7485bffff,9,10,7,0.2989,0.4803,0.676
891f2a74863ffff,9,10,7,0.1053,0.2811,0.4886
891f2a74867ffff,9,10,5,0.1456,0.3084,0.5194
891f2a7486bffff,9,10,7,0.3816,0.5576,0.7669
891f2a7486fffff,9,10,7,0.1691,0.3589,0.5629
891f2a74873ffff,9,10,7,0.1079,0.2876,0.4839
891f2a74877ffff,9,10,6,0.118,0.2867,0.4823
891f2a7487bffff,9,10,7,0.1941,0.3633,0.5727
891f2a7488bffff,9,10,4,0.0885,0.2535,0.463
891f2a748c3ffff,9,10,7,0.2019,0.3903,0.5794
891f2a748c7ffff,9,10,7,0.1251,0.3043,0.503
891f2a748cbffff,9,10,7,0.3037,0.4856,0.6904
891f2a748cfffff,9,10,7,0.213,0.376,0.5727
891f2a748d3ffff,9,10,1,0.343,0.501,0.701
891f2a748d7ffff,9,10,3,0.0953,0.266,0.471
891f2a748dbffff,9,10,5,0.2576,0.4552,0.642
891f2a74a03ffff,9,10,7,0.3931,0.575,0.766
891f2a74a07ffff,9,10,7,0.5016,0.677,0.8667
891f2a74a0bffff,9,10,7,0.3961,0.5803,0.7889
891f2a74a0fffff,9,10,7,0.4599,0.6333,0.8337
891f2a74a13ffff,9,10,7,0.3954,0.5754,0.7701
891f2a74a17ffff,9,10,7,0.4097,0.5733,0.7661
891f2a74a1bffff,9,10,7,0.47,0.6487,0.8551
891f2a74a23ffff,9,10,7,0.46,0.6446,0.8294
891f2a74a27ffff,9,10,7,0.3917,0.5707,0.7681
891f2a74a2bffff,9,10,7,0.518,0.694,0.8966
891f2a74a2fffff,9,10,7,0.4423,0.6177,0.8066
891f2a74a33ffff,9,10,7,0.4986,0.6761,0.8737
891f2a74a37ffff,9,10,7,0.5141,0.6999,0.891
891f2a74a3bffff,9,10,7,0.483,0.671,0.8684
891f2a74a43ffff,9,10,7,0.4724,0.6583,0.8714
891f2a74a47ffff,9,10,7,0.4464,0.6211,0.8213
891f2a74a4bffff,9,10,7,0.4456,0.6276,0.8354
891f2a74a4fffff,9,10,7,0.4514,0.6311,0.8296
891f2a74a53ffff,9,10,7,0.4977,0.6716,0.8714
891f2a74a57ffff,9,10,7,0.506,0.683,0.8689
891f2a74a5bffff,9,10,7,0.365,0.5381,0.7439
891f2a74a63ffff,9,10,7,0.4784,0.6659,0.8614
891f2a74a67ffff,9,10,7,0.4243,0.6079,0.8089
891f2a74a6bffff,9,10,7,0.4273,0.6037,0.8111
891f2a74a6fffff,9,10,7,0.519,0.6966,0.898
891f2a74a73ffff,9,10,7,0.3793,0.553,0.7429
891f2a74a77ffff,9,10,7,0.4354,0.6299,0.814
891f2a74a7bffff,9,10,7,0.3543,0.5393,0.7401
891f2a74a83ffff,9,10,7,0.4894,0.6687,0.8583
891f2a74a87ffff,9,10,7,0.4586,0.6459,0.84
891f2a74a8bffff,9,10,7,0.41,0.5777,0.7869
891f2a74a8fffff,9,10,7,0.4191,0.6011,0.7966
891f2a74a93ffff,9,10,7,0.4883,0.6747,0.878
891f2a74a97ffff,9,10,7,0.504,0.6719,0.871
891f2a74a9bffff,9,10,7,0.3417,0.5276,0.7433
891f2a74aa3ffff,9,10,7,0.4337,0.611,0.8121
891f2a74aa7ffff,9,10,7,0.392,0.5774,0.771
891f2a74aabffff,9,10,7,0.4439,0.6273,0.8226
891f2a74aafffff,9,10,7,0.4409,0.6257,0.8191
891f2a74ab3ffff,9,10,7,0.4479,0.64,0.8516
891f2a74ab7ffff,9,10,7,0.3871,0.5607,0.7603
891f2a74abbffff,9,10,7,0.4634,0.6324,0.836
891f2a74ac3ffff,9,10,7,0.4733,0.6513,0.8459
891f2a74ac7ffff,9,10,7,0.415,0.5983,0.7924
891f2a74acbffff,9,10,7,0.3489,0.524,0.7359
891f2a74acfffff,9,10,7,0.4829,0.6597,0.8533
891f2a74ad3ffff,9,10,7,0.4693,0.6541,0.8357
891f2a74ad7ffff,9,10,7,0.3584,0.5336,0.7306
891f2a74adbffff,9,10,7,0.362,0.5511,0.7524
891f2a74b0bffff,9,10,6,0.1777,0.3512,0.5523
891f2a74b13ffff,9,10,2,0.238,0.421,0.6205
891f2a74b1bffff,9,10,5,0.2308,0.3986,0.5952
891f2a74b43ffff,9,10,7,0.333,0.5119,0.6999
891f2a74b47ffff,9,10,7,0.3431,0.5196,0.7247
891f2a74b4bffff,9,10,7,0.379,0.5661,0.7693
891f2a74b4fffff,9,10,7,0.3736,0.5527,0.7417
891f2a74b53ffff,9,10,7,0.4076,0.5759,0.7764
891f2a74b57ffff,9,10,7,0.4016,0.581,0.783
891f2a74b5bffff,9,10,7,0.397,0.5779,0.7913
891f2a74b63ffff,9,10,7,0.2943,0.472,0.666
891f2a74b67ffff,9,10,3,0.23,0.4093,0.6097
891f2a74b6bffff,9,10,7,0.3556,0.5306,0.725
891f2a74b6fffff,9,10,7,0.223,0.393,0.5916
891f2a74b73ffff,9,10,7,0.304,0.4894,0.693
891f2a74b77ffff,9,10,3,0.259,0.4463,0.6537
891f2a74b7bffff,9,10,7,0.2856,0.473,0.6803
891f2a74b8bffff,9,10,2,0.3375,0.518,0.715
891f2a74b9bffff,9,10,2,0.205,0.392,0.585
891f2a74bc3ffff,9,10,7,0.4011,0.5821,0.7897
891f2a74bc7ffff,9,10,7,0.3824,0.5603,0.7493
891f2a74bcbffff,9,10,7,0.4504,0.637,0.8344
891f2a74bcfffff,9,10,7,0.3953,0.5773,0.7667
891f2a74bd3ffff,9,10,7,0.4716,0.6439,0.8416
891f2a74bd7ffff,9,10,7,0.3729,0.5414,0.7364
891f2a74bdbffff,9,10,7,0.3819,0.5747,0.7686
891f2a74e03ffff,9,10,7,0.3181,0.4911,0.6824
891f2a74e07ffff,9,10,6,0.1575,0.3143,0.517
891f2a74e0bffff,9,10,7,0.4296,0.6077,0.807
891f2a74e0fffff,9,10,7,0.321,0.5087,0.7194
891f2a74e13ffff,9,10,7,0.4454,0.6184,0.8131
891f2a74e17ffff,9,10,2,0.215,0.39,0.591
891f2a74e1bffff,9,10,7,0.4294,0.6033,0.8043
891f2a74e23ffff,9,10,7,0.2969,0.4689,0.6597
891f2a74e27ffff,9,10,7,0.2714,0.4551,0.6646
891f2a74e2bffff,9,10,7,0.319,0.5107,0.7023
891f2a74e2fffff,9,10,7,0.478,0.654,0.8666
891f2a74e33ffff,9,10,7,0.1117,0.3046,0.4947
891f2a74e37ffff,9,10,7,0.2776,0.4707,0.6727
891f2a74e3bffff,9,10,7,0.1677,0.3386,0.5509
891f2a74e43ffff,9,10,7,0.486,0.6744,0.8817
891f2a74e47ffff,9,10,7,0.4093,0.5863,0.7856
891f2a74e4bffff,9,10,7,0.4566,0.6296,0.8287
891f2a74e4fffff,9,10,7,0.4934,0.6813,0.8757
891f2a74e53ffff,9,10,7,0.5333,0.7181,0.905
891f2a74e57ffff,9,10,7,0.4187,0.5967,0.7973
891f2a74e5bffff,9,10,7,0.4634,0.6443,0.836
891f2a74e63ffff,9,10,7,0.4337,0.6016,0.7941
891f2a74e67ffff,9,10,7,0.5167,0.6817,0.8729
891f2a74e6bffff,9,10,7,0.4814,0.6604,0.8587
891f2a74e6fffff,9,10,7,0.4429,0.6133,0.8009
891f2a74e73ffff,9,10,7,0.3647,0.5389,0.7416
891f2a74e77ffff,9,10,7,0.3861,0.5569,0.7577
891f2a74e7bffff,9,10,7,0.4023,0.5786,0.7767
891f2a74e8bffff,9,10,6,0.4323,0.6197,0.808
891f2a74e9bffff,9,10,5,0.4204,0.605,0.7936
891f2a74eafffff,9,10,1,0.105,0.305,0.503
891f2a74ec3ffff,9,10,7,0.4531,0.6384,0.8296
891f2a74ec7ffff,9,10,7,0.4441,0.632,0.8313
891f2a74ecbffff,9,10,7,0.4843,0.661,0.8571
891f2a74ecfffff,9,10,7,0.4417,0.6237,0.8113
891f2a74ed3ffff,9,10,7,0.3363,0.5244,0.716
891f2a74ed7ffff,9,10,7,0.3527,0.5341,0.7386
891f2a74edbffff,9,10,7,0.4047,0.5891,0.7863
891f2a75003ffff,9,10,7,0.4314,0.6121,0.8121
891f2a75007ffff,9,10,7,0.471,0.6504,0.8407
891f2a7500bffff,9,10,7,0.3686,0.5539,0.7481
891f2a7500fffff,9,10,7,0.4507,0.6436,0.848
891f2a75013ffff,9,10,7,0.4346,0.6123,0.8103
891f2a75017ffff,9,10,7,0.4739,0.6584,0.8519
891f2a7501bffff,9,10,7,0.5026,0.6787,0.8774
891f2a75023ffff,9,10,7,0.4826,0.6556,0.8527
891f2a75027ffff,9,10,7,0.4534,0.6264,0.8241
891f2a7502bffff,9,10,7,0.3619,0.5554,0.7573
891f2a7502fffff,9,10,7,0.447,0.6283,0.8147
891f2a75033ffff,9,10,7,0.5219,0.7106,0.9051
891f2a75037ffff,9,10,7,0.5333,0.7117,0.9169
891f2a7503bffff,9,10,7,0.4894,0.6734,0.8666
891f2a75043ffff,9,10,7,0.4906,0.685,0.8787
891f2a75047ffff,9,10,7,0.4389,0.6256,0.8096
891f2a7504bffff,9,10,7,0.5474,0.7144,0.8829
891f2a7504fffff,9,10,7,0.3557,0.5394,0.7399
891f2a75053ffff,9,10,7,0.4139,0.5931,0.796
891f2a75057ffff,9,10,7,0.446,0.6334,0.8399
891f2a7505bffff,9,10,7,0.5111,0.6891,0.8699
891f2a75063ffff,9,10,7,0.4119,0.6041,0.8099
891f2a75067ffff,9,10,7,0.3691,0.556,0.765
891f2a7506bffff,9,10,7,0.1884,0.3723,0.5707
891f2a7506fffff,9,10,7,0.3156,0.5043,0.6971
891f2a75073ffff,9,10,7,0.3827,0.5549,0.7567
891f2a75077ffff,9,10,7,0.4361,0.6139,0.8186
891f2a7507bffff,9,10,7,0.4173,0.6084,0.802
891f2a75083ffff,9,10,7,0.5604,0.7296,0.9077
891f2a75087ffff,9,10,7,0.4837,0.6571,0.8506
891f2a7508bffff,9,10,7,0.4906,0.6717,0.8609
891f2a7508fffff,9,10,7,0.4314,0.6129,0.7976
