hex_id,h3_resolution,acceptance_low,acceptance_medium,acceptance_high,data_status,method_version
8708333b4ffffff,7,0.175,0.337,0.54,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708333b5ffffff,7,0.21,0.374,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708333b6ffffff,7,0.195,0.391,0.567,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833440ffffff,7,0.166,0.324,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833441ffffff,7,0.079,0.249,0.456,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833442ffffff,7,0.0,0.081,0.292,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833443ffffff,7,0.277,0.477,0.701,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833444ffffff,7,0.073,0.261,0.456,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833445ffffff,7,0.036,0.228,0.423,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833448ffffff,7,0.14,0.313,0.498,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833449ffffff,7,0.172,0.329,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083344affffff,7,0.259,0.429,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083344bffffff,7,0.22,0.404,0.611,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083344cffffff,7,0.342,0.526,0.718,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083344dffffff,7,0.451,0.643,0.821,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083344effffff,7,0.215,0.38,0.582,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833451ffffff,7,0.156,0.31,0.512,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833452ffffff,7,0.149,0.332,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833453ffffff,7,0.067,0.259,0.442,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833458ffffff,7,0.089,0.265,0.452,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833459ffffff,7,0.041,0.241,0.456,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083345affffff,7,0.106,0.257,0.438,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083345bffffff,7,0.138,0.314,0.505,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083345cffffff,7,0.014,0.217,0.446,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083345dffffff,7,0.035,0.228,0.44,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083345effffff,7,0.249,0.44,0.638,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833461ffffff,7,0.248,0.431,0.621,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833462ffffff,7,0.093,0.262,0.452,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833463ffffff,7,0.153,0.337,0.563,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833465ffffff,7,0.159,0.36,0.565,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833468ffffff,7,0.319,0.486,0.705,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833469ffffff,7,0.261,0.413,0.602,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083346affffff,7,0.167,0.319,0.53,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083346bffffff,7,0.269,0.471,0.69,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083346cffffff,7,0.299,0.481,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083346dffffff,7,0.057,0.215,0.423,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083346effffff,7,0.075,0.266,0.488,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833471ffffff,7,0.0,0.077,0.277,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833475ffffff,7,0.294,0.495,0.672,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c0ffffff,7,0.146,0.327,0.533,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c1ffffff,7,0.24,0.401,0.611,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c2ffffff,7,0.156,0.353,0.566,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c3ffffff,7,0.194,0.346,0.553,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c4ffffff,7,0.116,0.296,0.49,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c5ffffff,7,0.096,0.265,0.451,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c6ffffff,7,0.125,0.285,0.504,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c8ffffff,7,0.232,0.428,0.647,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334c9ffffff,7,0.118,0.318,0.534,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334caffffff,7,0.266,0.421,0.64,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334cbffffff,7,0.398,0.574,0.754,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334ccffffff,7,0.0,0.127,0.337,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334cdffffff,7,0.258,0.435,0.626,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334ceffffff,7,0.258,0.432,0.65,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d0ffffff,7,0.335,0.516,0.723,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d1ffffff,7,0.206,0.404,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d3ffffff,7,0.304,0.481,0.67,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d4ffffff,7,0.243,0.431,0.637,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d5ffffff,7,0.322,0.501,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d8ffffff,7,0.198,0.351,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334d9ffffff,7,0.253,0.427,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334daffffff,7,0.155,0.311,0.537,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334dbffffff,7,0.332,0.51,0.74,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334dcffffff,7,0.144,0.314,0.509,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334ddffffff,7,0.253,0.411,0.604,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334deffffff,7,0.365,0.526,0.753,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334e2ffffff,7,0.264,0.45,0.622,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334e3ffffff,7,0.119,0.274,0.454,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334e8ffffff,7,0.087,0.275,0.505,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334e9ffffff,7,0.071,0.281,0.454,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334eaffffff,7,0.184,0.339,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334ebffffff,7,0.118,0.327,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334ecffffff,7,0.027,0.232,0.422,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334edffffff,7,0.136,0.326,0.547,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334eeffffff,7,0.157,0.365,0.583,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334f0ffffff,7,0.353,0.558,0.731,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334f1ffffff,7,0.208,0.369,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334f2ffffff,7,0.341,0.532,0.718,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334f3ffffff,7,0.233,0.434,0.637,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334f5ffffff,7,0.141,0.31,0.538,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708334f6ffffff,7,0.17,0.343,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833529ffffff,7,0.258,0.413,0.612,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083352dffffff,7,0.189,0.371,0.594,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833541ffffff,7,0.184,0.36,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833544ffffff,7,0.16,0.361,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833545ffffff,7,0.118,0.299,0.496,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833548ffffff,7,0.225,0.4,0.575,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833549ffffff,7,0.279,0.46,0.68,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083354affffff,7,0.176,0.337,0.56,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083354bffffff,7,0.163,0.322,0.547,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083354cffffff,7,0.123,0.308,0.526,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083354dffffff,7,0.158,0.323,0.529,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083354effffff,7,0.184,0.34,0.56,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833560ffffff,7,0.238,0.439,0.639,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833561ffffff,7,0.235,0.408,0.586,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833562ffffff,7,0.357,0.527,0.72,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833563ffffff,7,0.132,0.301,0.491,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833564ffffff,7,0.208,0.392,0.59,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833565ffffff,7,0.139,0.342,0.549,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833566ffffff,7,0.096,0.259,0.485,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833568ffffff,7,0.188,0.347,0.525,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833569ffffff,7,0.124,0.301,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083356affffff,7,0.137,0.33,0.519,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083356bffffff,7,0.265,0.415,0.631,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083356cffffff,7,0.254,0.459,0.686,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083356dffffff,7,0.331,0.521,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083356effffff,7,0.234,0.393,0.571,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833571ffffff,7,0.194,0.378,0.563,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833574ffffff,7,0.284,0.439,0.624,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833575ffffff,7,0.129,0.31,0.505,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833600ffffff,7,0.064,0.267,0.475,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833601ffffff,7,0.238,0.415,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833602ffffff,7,0.168,0.348,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833603ffffff,7,0.147,0.333,0.555,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833604ffffff,7,0.233,0.393,0.597,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833605ffffff,7,0.257,0.451,0.627,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833606ffffff,7,0.07,0.236,0.413,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833608ffffff,7,0.0,0.07,0.251,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833609ffffff,7,0.109,0.283,0.469,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083360affffff,7,0.187,0.376,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083360bffffff,7,0.191,0.368,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083360cffffff,7,0.161,0.355,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083360dffffff,7,0.169,0.342,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083360effffff,7,0.121,0.326,0.499,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833610ffffff,7,0.086,0.24,0.416,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833611ffffff,7,0.186,0.342,0.53,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833612ffffff,7,0.218,0.409,0.614,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833613ffffff,7,0.233,0.42,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833614ffffff,7,0.203,0.372,0.577,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833615ffffff,7,0.156,0.349,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833616ffffff,7,0.226,0.42,0.6,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833618ffffff,7,0.185,0.392,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833619ffffff,7,0.114,0.272,0.501,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083361affffff,7,0.256,0.416,0.599,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083361bffffff,7,0.155,0.35,0.571,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083361cffffff,7,0.431,0.616,0.844,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083361dffffff,7,0.158,0.315,0.499,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083361effffff,7,0.224,0.412,0.641,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833620ffffff,7,0.206,0.403,0.61,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833621ffffff,7,0.048,0.225,0.402,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833622ffffff,7,0.194,0.348,0.572,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833623ffffff,7,0.144,0.295,0.508,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833624ffffff,7,0.162,0.347,0.538,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833625ffffff,7,0.174,0.327,0.5,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833626ffffff,7,0.205,0.361,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833628ffffff,7,0.188,0.391,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833629ffffff,7,0.119,0.302,0.513,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083362affffff,7,0.215,0.408,0.61,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083362bffffff,7,0.203,0.4,0.602,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083362cffffff,7,0.21,0.414,0.592,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083362dffffff,7,0.145,0.331,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083362effffff,7,0.26,0.457,0.677,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833630ffffff,7,0.079,0.247,0.455,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833631ffffff,7,0.151,0.356,0.545,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833632ffffff,7,0.125,0.286,0.468,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833633ffffff,7,0.242,0.416,0.631,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833634ffffff,7,0.06,0.237,0.418,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833635ffffff,7,0.056,0.254,0.455,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833636ffffff,7,0.225,0.405,0.589,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833640ffffff,7,0.199,0.372,0.594,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833641ffffff,7,0.267,0.472,0.701,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833642ffffff,7,0.281,0.443,0.618,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833643ffffff,7,0.089,0.259,0.461,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833644ffffff,7,0.065,0.271,0.476,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833645ffffff,7,0.364,0.535,0.751,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833646ffffff,7,0.228,0.413,0.613,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833648ffffff,7,0.369,0.574,0.803,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833649ffffff,7,0.133,0.296,0.515,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083364affffff,7,0.119,0.305,0.479,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083364bffffff,7,0.054,0.263,0.48,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083364cffffff,7,0.157,0.363,0.542,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083364dffffff,7,0.135,0.296,0.493,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083364effffff,7,0.139,0.294,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833650ffffff,7,0.202,0.396,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833651ffffff,7,0.216,0.42,0.632,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833652ffffff,7,0.163,0.336,0.54,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833653ffffff,7,0.0,0.115,0.328,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833654ffffff,7,0.166,0.316,0.529,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833655ffffff,7,0.218,0.409,0.613,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833656ffffff,7,0.177,0.377,0.554,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833658ffffff,7,0.099,0.257,0.451,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833659ffffff,7,0.153,0.358,0.567,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083365affffff,7,0.357,0.549,0.76,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083365bffffff,7,0.069,0.252,0.429,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083365cffffff,7,0.147,0.298,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083365dffffff,7,0.0,0.152,0.351,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083365effffff,7,0.048,0.23,0.444,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833660ffffff,7,0.245,0.417,0.64,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833661ffffff,7,0.208,0.408,0.624,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833662ffffff,7,0.132,0.307,0.481,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833663ffffff,7,0.29,0.471,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833664ffffff,7,0.241,0.443,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833665ffffff,7,0.115,0.32,0.497,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833666ffffff,7,0.244,0.439,0.616,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833668ffffff,7,0.268,0.446,0.618,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833669ffffff,7,0.228,0.4,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083366affffff,7,0.201,0.408,0.618,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083366bffffff,7,0.096,0.305,0.502,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083366cffffff,7,0.271,0.449,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083366dffffff,7,0.097,0.275,0.48,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083366effffff,7,0.092,0.299,0.519,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833670ffffff,7,0.226,0.393,0.568,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833671ffffff,7,0.24,0.408,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833672ffffff,7,0.13,0.284,0.471,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833673ffffff,7,0.204,0.356,0.581,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833674ffffff,7,0.189,0.376,0.588,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833675ffffff,7,0.231,0.434,0.631,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833676ffffff,7,0.086,0.289,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833680ffffff,7,0.087,0.294,0.489,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833681ffffff,7,0.135,0.345,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833682ffffff,7,0.098,0.256,0.434,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833683ffffff,7,0.102,0.308,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833684ffffff,7,0.136,0.299,0.485,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833685ffffff,7,0.0,0.191,0.361,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833686ffffff,7,0.08,0.264,0.458,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833688ffffff,7,0.142,0.331,0.544,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833689ffffff,7,0.053,0.213,0.393,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083368affffff,7,0.271,0.474,0.684,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083368bffffff,7,0.319,0.479,0.68,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083368cffffff,7,0.0,0.097,0.297,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083368dffffff,7,0.001,0.199,0.39,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083368effffff,7,0.111,0.309,0.534,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833690ffffff,7,0.128,0.314,0.537,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833691ffffff,7,0.029,0.224,0.446,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833692ffffff,7,0.127,0.308,0.492,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833693ffffff,7,0.138,0.301,0.478,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833694ffffff,7,0.163,0.358,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833695ffffff,7,0.181,0.367,0.58,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833696ffffff,7,0.133,0.296,0.482,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833698ffffff,7,0.087,0.272,0.451,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870833699ffffff,7,0.006,0.17,0.365,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083369affffff,7,0.116,0.282,0.498,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083369bffffff,7,0.0,0.062,0.233,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083369cffffff,7,0.122,0.272,0.458,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083369dffffff,7,0.246,0.423,0.647,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87083369effffff,7,0.0,0.078,0.28,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a0ffffff,7,0.287,0.448,0.674,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a1ffffff,7,0.201,0.362,0.548,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a2ffffff,7,0.0,0.12,0.333,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a3ffffff,7,0.133,0.304,0.497,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a4ffffff,7,0.201,0.366,0.563,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a5ffffff,7,0.228,0.389,0.579,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a6ffffff,7,0.103,0.297,0.521,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a8ffffff,7,0.248,0.405,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336a9ffffff,7,0.131,0.309,0.488,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336aaffffff,7,0.153,0.316,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336abffffff,7,0.046,0.253,0.467,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336acffffff,7,0.234,0.391,0.62,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336adffffff,7,0.248,0.418,0.592,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336aeffffff,7,0.21,0.392,0.604,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336b0ffffff,7,0.242,0.395,0.617,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336b1ffffff,7,0.383,0.559,0.788,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708336b2ffffff,7,0.149,0.357,0.531,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
